Group,Course Name,Course Code
Communication,Senior Honors Seminar 1,COMM 491
Communication,Senior Honors Thesis,COMM 492
Economics,Principles of Economics 1,ECON 101
Economics,Principles of Economics 2,ECON 102
Economics,Introductory Microeconomics Workshop,ECON 108
Economics,First Year Seminar in Economics,ECON 140
Economics,Seminar in Introductory Economics,ECON 195
Economics,Honors Core in Economics,ECON 230
Economics,Honors Core Writing in Economics,ECON 240
Economics,Introduction to Statistics and Econometrics 2,ECON 251
Economics,Experimental Economics,ECON 309
Economics,Money and Banking,ECON 310
Economics,Survey of Labor Economics,ECON 320
Economics,Economics and Gender,ECON 323
Economics,Economics of Education,ECON 325
Economics,American Industries,ECON 330
Economics,International Economies,ECON 340
Economics,The Developing Economies,ECON 360
Economics,Environmental and Resource Economics,ECON 370
Economics,Topics in Microeconomics and Microeconomic Policy,ECON 395
Economics,Topics in Macroeconomics and Macroeconomic Policy,ECON 396
Economics,Intermediate Microeconomic Theory,ECON 401
Economics,Intermediate Macroeconomic Theory ,ECON 402
Economics,Philosophy and Economics,ECON 408
Economics,Game Theory,ECON 409
Economics,Monetary and Financial Theory,ECON 411
Economics,Topics in Macroeconomics,ECON 412
Economics,Growth Theory,ECON 414
Economics,Business Cycle,ECON 418
Economics,Labor Economics 1,ECON 421
Economics,The Structure of Labor Markets,ECON 422
Economics,Migration Economics and Policy,ECON 429
Economics,Industrial Organization and Performance,ECON 431
Economics,Government Regulation of Industry,ECON 432
Economics,Financial Economics,ECON 435
Economics,Energey Economics and Policy,ECON 437
Economics,Economics of Health Services,ECON 438
Economics,International Trade Theory,ECON 441
Economics,International Finance ,ECON 442
Economics,The European Economy,ECON 444
Economics,The Economy of the People's Republic of China,ECON 445
Economics,Intermediate Introduction to Statistics and Econometrics 1,ECON 451
Economics,Intermediate Introduction to Statistics and Econometrics 2,ECON 452
Economics,Advanced Introduction to Statistics and Econometrics 1,ECON 453
Economics,Advanced Introduction to Statistics and Econometrics 2,ECON 454
Economics,Financial Econometrics,ECON 457
Economics,The Economics of Development 1,ECON 461
Economics,The Economics of Development 2,ECON 462
Economics,Economics of Population,ECON 466
Economics,Intermediate Natural Resource Economics,ECON 472
Economics,Government Expenditures,ECON 481
Economics,Government Revenues,ECON 482
Economics,Law and Economics,ECON 485
Economics,Topics in Microeconomics,ECON 490
Economics,The History of The American Economy,ECON 491
Economics,Topics in Economic History,ECON 494/HISTORY 494
Economics,Seminar in Economics,ECON 495
Economics,History of Economic Thought,ECON 496
Economics,Honors Independent Research,ECON 498
Economics,Independent Research,ECON 499
Ecology and Evolutionary Biology,Undergraduate Research,EEB 300
Ecology and Evolutionary Biology,Geobiology,EEB 313
Ecology and Evolutionary Biology,The Ecology and Evolution of Infectious Diseases,EEB 315
Ecology and Evolutionary Biology,Introduction to Food Systems,EEB 316
Ecology and Evolutionary Biology,"Food, Land and Society",EEB 318
Ecology and Evolutionary Biology,"Rivers, Lakes and Wetlands: Introduction to Aquatic Ecosystems",EEB 320
Ecology and Evolutionary Biology,"Rivers, Lakes and Wetlands: Introduction to Aquatic Ecosystems (UMBS)",EEB 321
Ecology and Evolutionary Biology,Biology of Birds,EEB 330
Ecology and Evolutionary Biology,Biodiveristy Research Seminar,EEB 335
Ecology and Evolutionary Biology,Parasitology,EEB 341
Ecology and Evolutionary Biology,Forest Ecosystems,EEB 348
Ecology and Evolutionary Biology,Primate Evolutionary Ecology,EEB 362
Ecology and Evolutionary Biology,General Ecology Laboratory,EEB 372
Ecology and Evolutionary Biology,Oceanography: Marine Ecology,EEB 380
Ecology and Evolutionary Biology,General Ecology,EEB 381
Ecology and Evolutionary Biology,Evolution,EEB 390
Ecology and Evolutionary Biology,Introduction to Evolution: Quantitative Approach,EEB 391
Ecology and Evolutionary Biology,Evolution (UMBS),EEB 392
Ecology and Evolutionary Biology,Writing in Biology,EEB 397
Ecology and Evolutionary Biology,Doing Science: An Introduction to Experimental Design in the Life Sciences,EEB 399
Ecology and Evolutionary Biology,Advanced Research,EEB 400
Ecology and Evolutionary Biology,Advanced Topics in Biology,EEB 401
Ecology and Evolutionary Biology,"Genetics, Development and Evolution",EEB 404
Ecology and Evolutionary Biology,Biological Station Special Topics,EEB 405
Ecology and Evolutionary Biology,Modeling for Ecology and Evolutionary Biology,EEB 408
Ecology and Evolutionary Biology,EEB Capstone Seminar,EEB 410
Ecology and Evolutionary Biology,Molecular Approaches in Ecology and Evolutionary Biology,EEB 414
Ecology and Evolutionary Biology,Introduction to Bioinformatics,EEB 416
Ecology and Evolutionary Biology,Plant Evolution,EEB 420
Ecology and Evolutionary Biology,Behavioral Ecology and Conservation Biology,EEB 424
Ecology and Evolutionary Biology,Modeling Infectious Diseases,EEB 430
Ecology and Evolutionary Biology,Ecology of Animal Parasites,EEB 431
Ecology and Evolutionary Biology,Ornithology,EEB 433
Ecology and Evolutionary Biology,Woody Plants: Biology and Identification,EEB 436
Ecology and Evolutionary Biology,Biology of Fishes,EEB 440
Ecology and Evolutionary Biology,Biology of Insects,EEB 442
Ecology and Evolutionary Biology,Biology of Insects (UMBS),EEB 443
Ecology and Evolutionary Biology,Microbial Ecology,EEB 446
Ecology and Evolutionary Biology,Biology of Mammalls,EEB 451
Ecology and Evolutionary Biology,Field Mammalogy,EEB 453
Ecology and Evolutionary Biology,Etnobotany,EEB 455
Ecology and Evolutionary Biology,Great Lakes Coastal Wetlands,EEB 456
Ecology and Evolutionary Biology,Algae in Freshwater Ecosystems,EEB 457
Ecology and Evolutionary Biology,Systematic Botany,EEB 459
Ecology and Evolutionary Biology,Neotropical Plant Families,EEB 463
Ecology and Evolutionary Biology,Mathematical Ecology,EEB 466
Ecology and Evolutionary Biology,Biology of Fungi,EEB 468
Ecology and Evolutionary Biology,Microbial Diveristy,EEB 470
Ecology and Evolutionary Biology,Plant-Animal Interactions,EEB 472
Ecology and Evolutionary Biology,Ecosystem Ecology,EEB 476
Ecology and Evolutionary Biology,Laboratory in Field Ecology,EEB 477
Ecology and Evolutionary Biology,Model-Based Statistical Inference for Ecology,EEB 480
Ecology and Evolutionary Biology,Freshwater Ecosystems: Limnology (UMBS),EEB 482
Ecology and Evolutionary Biology,Freshwater Ecosystems: Limnology,EEB 483
Ecology and Evolutionary Biology,Population and Community Ecology,EEB 485
Ecology and Evolutionary Biology,Biology and Ecology of Fish,EEB 486
Ecology and Evolutionary Biology,Ecology of Fishes,EEB 487
Ecology and Evolutionary Biology,Soil Ecology,EEB 489
Ecology and Evolutionary Biology,Evolution at the Population Level,EEB 490
Ecology and Evolutionary Biology,Phylogenetic Methods and Theory,EEB 491
Ecology and Evolutionary Biology,Behavioral Ecology,EEB 492
Ecology and Evolutionary Biology,Behavioral Ecology (UMBS),EEB 493
Ecology and Evolutionary Biology,Teaching College Science,EEB 494
Ecology and Evolutionary Biology,The Ecology of Agroecosystmes,EEB 498
Ecology and Evolutionary Biology,Responsible Condust of Research and Scholarship in Biology,EEB 499
Ecology and Evolutionary Biology,Field Botany of Northern Michigan,EEB 556
Electrical Engineering and Computer Science,Thriving in a Digital World,EECS 101
Electrical Engineering and Computer Science,Elementary Programming Concepts,EECS 183
Electrical Engineering and Computer Science,Discrete Math,EECS 203
Electrical Engineering and Computer Science,Introduction to Logic Design,EECS 270
Electrical Engineering and Computer Science,Programming and Introductory Data Structures,EECS 280
Electrical Engineering and Computer Science,Data Structures and Algorithms,EECS 281
Electrical Engineering and Computer Science,A Programming Language of Computer System,EECS 285
Electrical Engineering and Computer Science,Introduction to Computer Organization,EECS 370
Electrical Engineering and Computer Science,Design of Microprocessor Based Systems,EECS 373
Electrical Engineering and Computer Science,Foundations of Computer Science,EECS 376
Electrical Engineering and Computer Science,Object Oriented and Advanced Programming,EECS 381
Electrical Engineering and Computer Science,Special Topics,EECS 398
Electrical Engineering and Computer Science,Very Large Scale Integrated Design 1,EECS 427
Electrical Engineering and Computer Science,Mobile App Development for Entrepreneurs,EECS 441
Electrical Engineering and Computer Science,Computer Vision,EECS 442
Electrical Engineering and Computer Science,Computer Architecture,EECS 470
Electrical Engineering and Computer Science,Introduction to Cryptography,EECS 475
Electrical Engineering and Computer Science,Introduction to Algorithms,EECS 477
Electrical Engineering and Computer Science,Logic Circuit Synthesis and Optimization,EECS 478
Electrical Engineering and Computer Science,Software Engineering,EECS 481
Electrical Engineering and Computer Science,Introduction to Operating Systems,EECS 482
Electrical Engineering and Computer Science,Compiler Construction,EECS 483
Electrical Engineering and Computer Science,Database Management Systems,EECS 484
Electrical Engineering and Computer Science,Web Database and Information Systems,EECS 485
Electrical Engineering and Computer Science,Interactive Computer Graphics,EECS 487
Electrical Engineering and Computer Science,Computer Networks,EECS 489
Electrical Engineering and Computer Science,Introduction to Artificial Intelligence,EECS 492
Electrical Engineering and Computer Science,User Interface Development,EECS 493
Electrical Engineering and Computer Science,Computer Game Design and Development,EECS 494
Electrical Engineering and Computer Science,Major Design Experience Professionalism ,EECS 496
Electrical Engineering and Computer Science,Major Design Projects,EECS 497
